event_id,source_id,source_package,source_file,road_type,road_section_type,city,location_label,traffic_condition,collection_time_period,speed_bin,overlap_type,ego_id,cutin_id,reference_frame,reference_time_definition,keyframe1,keyframe2,keyframe3,keyframe4,keyframe5,ego_speed_kmh,cutin_speed_kmh,relative_speed_kmh,longitudinal_gap_m,longitudinal_gap_signed_m,lateral_speed_mps,cutin_angle_deg,cutin_duration_s,ttc_s,thw_s,min_ttc_s,min_thw_s,ego_max_decel_mps2,cutin_lateral_accel_mps2,sample_quality,quality_notes
DJI_20250802074333_0004_V::Ego_648_CutIn_569_Event1,DJI_20250802074333_0004_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074333_0004_V/ScenarioExtraction/cutin_scenarios/Ego_648_CutIn_569_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,648,569,134,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1021,1021,134,175,175,47.149,35.424,-11.725,26.05,,0.442,-0.154,24.3,9.589,1.99,7.649,0.914,-0.768,0.48,valid,
DJI_20250802074333_0004_V::Ego_649_CutIn_472_Event1,DJI_20250802074333_0004_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074333_0004_V/ScenarioExtraction/cutin_scenarios/Ego_649_CutIn_472_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,649,472,1148,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",834,834,1148,1278,1278,59.483,65.902,6.419,45.054,,0.859,1.034,14.8,,2.726,,2.715,-0.19,0.705,review,missing_required_metric
DJI_20250802074333_0004_V::Ego_649_CutIn_591_Event1,DJI_20250802074333_0004_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074333_0004_V/ScenarioExtraction/cutin_scenarios/Ego_649_CutIn_591_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,649,591,1155,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1044,1044,1155,152,152,59.533,63.421,3.888,45.093,,1.078,0.077,15.867,,2.726,,2.715,-0.341,0.78,review,missing_required_metric
DJI_20250802074333_0004_V::Ego_678_CutIn_608_Event1,DJI_20250802074333_0004_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074333_0004_V/ScenarioExtraction/cutin_scenarios/Ego_678_CutIn_608_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,678,608,1457,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",106,106,1457,1632,1632,48.042,52.405,4.363,27.269,,1.044,-0.249,19.067,,2.043,11.89,1.952,-0.928,0.6,review,missing_required_metric
DJI_20250802074333_0004_V::Ego_784_CutIn_741_Event1,DJI_20250802074333_0004_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074333_0004_V/ScenarioExtraction/cutin_scenarios/Ego_784_CutIn_741_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,784,741,1826,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1324,1324,1826,1962,1962,49.871,45.832,-4.039,18.854,,0.259,3.908,21.267,20.966,1.36,13.032,1.295,-0.566,0.645,valid,
DJI_20250802074333_0004_V::Ego_877_CutIn_891_Event1,DJI_20250802074333_0004_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074333_0004_V/ScenarioExtraction/cutin_scenarios/Ego_877_CutIn_891_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,877,891,1935,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",156,156,1935,2084,2084,52.319,56.473,4.154,9.439,,0.176,-1.395,17.467,,0.649,,0,-0.257,0.72,review,missing_required_metric
DJI_20250802074333_0004_V::Ego_893_CutIn_873_Event1,DJI_20250802074333_0004_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074333_0004_V/ScenarioExtraction/cutin_scenarios/Ego_893_CutIn_873_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,893,873,2032,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1537,1537,2032,2118,2118,50.206,52.488,2.282,6.244,,0.125,-0.631,19.367,,0.448,19.243,0.364,-0.495,0.555,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1105_CutIn_1080_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1105_CutIn_1080_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1105,1080,233,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2206,2206,233,2649,2649,42.876,69.379,26.503,6.726,,0.475,0.753,14.767,,0.565,,0.001,-0.375,0.735,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1105_CutIn_1146_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1105_CutIn_1146_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1105,1146,2713,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2282,2282,2713,2775,2775,50.101,66.701,16.6,49.742,,0.132,-0.624,16.433,,3.573,,0.001,-0.375,0.705,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1261_CutIn_1239_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1261_CutIn_1239_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1261,1239,2754,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",239,239,2754,279,279,61.646,78.336,16.69,54.893,,0.306,-2.082,13.333,,3.205,,1.155,-0.611,0.63,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1447_CutIn_1423_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1447_CutIn_1423_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1447,1423,315,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2827,2827,315,3293,3293,55.645,66.805,11.16,65.052,,0.417,1.484,15.533,,4.209,,2.826,-0.285,0.72,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1492_CutIn_1469_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1492_CutIn_1469_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1492,1469,3164,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2983,2983,3164,3437,3437,58.37,61.805,3.434,22.61,,0.69,0.253,15.133,,1.395,,1.166,-0.341,0.645,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1570_CutIn_1545_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1570_CutIn_1545_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1570,1545,3267,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3216,3216,3267,3671,3671,64.073,62.791,-1.282,23.819,,0.385,1.511,15.167,78.555,1.338,39.042,1.119,-0.245,0.615,valid,
DJI_20250802074721_0005_V::Ego_1601_CutIn_1536_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1601_CutIn_1536_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1601,1536,3626,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3197,3197,3626,3725,3725,57.64,63.655,6.016,15.365,,0.425,0.099,17.6,139.493,0.96,8.98,0.911,-0.356,0.525,valid,
DJI_20250802074721_0005_V::Ego_1601_CutIn_1550_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1601_CutIn_1550_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1601,1550,3653,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3223,3223,3653,3789,3789,57.686,57.402,-0.284,15.521,,0.582,-0.439,18.867,250.139,0.969,8.98,0.911,-0.356,0.51,valid,
DJI_20250802074721_0005_V::Ego_1709_CutIn_1702_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1709_CutIn_1702_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1709,1702,3545,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3513,3513,3545,3909,3909,53.5,73.188,19.688,14.77,,0.656,1.482,13.2,,0.994,,0.973,-0.175,0.81,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1735_CutIn_1781_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1735_CutIn_1781_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1735,1781,3883,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3725,3725,3883,4124,4124,49.356,74.812,25.456,7.275,,0.485,1.499,13.3,,0.531,,0.001,,0.795,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1740_CutIn_1725_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1740_CutIn_1725_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1740,1725,3717,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3621,3621,3717,4072,4072,66.226,66.424,0.198,24.929,,0.036,-2.699,15.033,,1.355,40.385,0.001,-0.677,0.825,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1740_CutIn_1776_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1740_CutIn_1776_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1740,1776,4063,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3716,3716,4063,4117,4117,62.683,71.96,9.277,8.644,,0.006,-1.875,13.367,,0.496,40.385,0.001,-0.449,0.6,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1741_CutIn_1653_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1741_CutIn_1653_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1741,1653,3804,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3406,3406,3804,3825,3825,53.194,76.784,23.591,194.144,,0.363,1.015,13.967,,13.139,,11.162,-0.517,0.765,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1847_CutIn_1807_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1847_CutIn_1807_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1847,1807,4345,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3811,3811,4345,4356,4356,64.231,68.195,3.964,53.395,,0.745,-0.51,18.167,,2.993,17.86,2.925,-0.152,0.555,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_1855_CutIn_1767_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1855_CutIn_1767_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1855,1767,4114,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3709,3709,4114,4251,4251,72.173,62.716,-9.457,80.177,,0.504,2.207,18.067,19.239,3.999,13.029,3.45,-2.113,0.87,valid,
DJI_20250802074721_0005_V::Ego_1855_CutIn_1798_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1855_CutIn_1798_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1855,1798,4152,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",376,376,4152,431,431,71.132,57.179,-13.954,74.62,,0.414,1.847,18.333,20.506,3.776,13.029,3.416,-2.113,0.57,valid,
DJI_20250802074721_0005_V::Ego_1901_CutIn_1820_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1901_CutIn_1820_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1901,1820,4363,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3873,3873,4363,4505,4505,56.93,52.589,-4.342,101.597,,0.543,1.668,21.067,87.77,6.424,18.316,6.332,-1.444,0.45,valid,
DJI_20250802074721_0005_V::Ego_1945_CutIn_1967_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_1945_CutIn_1967_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1945,1967,4688,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4377,4377,4688,4778,4778,51.739,72.835,21.096,24.53,,0.399,1.885,13.367,,1.706,,0.001,-0.641,0.915,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_2099_CutIn_1990_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2099_CutIn_1990_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2099,1990,4949,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4441,4441,4949,496,496,54.77,62.172,7.402,123.57,,0.566,0.124,17.3,,8.122,,7.105,-0.852,0.465,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_20_CutIn_27_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_20_CutIn_27_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,20,27,2,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",0,0,2,28,28,46.663,58.273,11.61,45.412,,0.61,2.083,9.333,,3.503,,3.359,,0.93,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_2154_CutIn_2151_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2154_CutIn_2151_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2154,2151,4914,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4733,4733,4914,5194,5194,53.564,64.721,11.156,17.881,,0.28,0.307,15.367,,1.202,,0.004,-0.174,1.11,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_2198_CutIn_2207_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2198_CutIn_2207_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2198,2207,5224,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4878,4878,5224,53,53,58.216,73.681,15.466,22.228,,0.599,-2.61,14.067,,1.374,,0.004,-1.19,0.945,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_228_CutIn_217_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_228_CutIn_217_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,228,217,366,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",287,287,366,693,693,54.803,65.912,11.11,11.313,,0.173,-1.325,13.533,,0.743,,0.579,-1.543,0.855,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_2295_CutIn_2204_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2295_CutIn_2204_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2295,2204,525,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4858,4858,525,5387,5387,72.364,58.838,-13.525,49.24,,0.392,0.924,17.633,14.446,2.45,13.808,2.118,-0.532,0.465,valid,
DJI_20250802074721_0005_V::Ego_2323_CutIn_2295_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2323_CutIn_2295_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2323,2295,5402,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5035,5035,5402,546,546,73.598,66.413,-7.186,27.161,,1.04,-0.183,14.167,16.274,1.329,15.932,1.161,-0.295,0.93,valid,
DJI_20250802074721_0005_V::Ego_2444_CutIn_2294_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2444_CutIn_2294_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2444,2294,537,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5032,5032,537,5492,5492,61.448,66.474,5.026,140.801,,0.397,0.623,15.333,,8.248,,8.185,,0.66,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_2450_CutIn_2329_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2450_CutIn_2329_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2450,2329,5578,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5118,5118,5578,5746,5746,42.264,50.094,7.83,2.16,,0.537,0.363,20.933,,0.184,10.142,0.006,-0.351,0.585,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_2450_CutIn_2386_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2450_CutIn_2386_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2450,2386,559,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5202,5202,559,5785,5785,42.26,50.807,8.546,2.119,,0.697,-0.571,19.433,,0.18,10.142,0.006,-0.351,0.525,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_2450_CutIn_2425_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_2450_CutIn_2425_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2450,2425,5804,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",526,526,5804,5898,5898,43.996,56.092,12.096,15.796,,0.483,2.761,21.267,,1.292,10.142,0.006,-0.351,0.525,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_252_CutIn_187_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_252_CutIn_187_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,252,187,597,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",226,226,597,734,734,54.608,56.675,2.066,65.768,,0.59,0.706,16.933,,4.336,,3.84,-0.27,0.87,review,missing_required_metric
DJI_20250802074721_0005_V::Ego_252_CutIn_215_Event1,DJI_20250802074721_0005_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802074721_0005_V/ScenarioExtraction/cutin_scenarios/Ego_252_CutIn_215_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,252,215,649,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",283,283,649,779,779,55.858,62.284,6.426,68.609,,0.306,-0.513,16.533,,4.42,,3.84,-0.27,0.675,review,missing_required_metric
